0.00E+00,0.019293506
2.00E-10,0.026493506
4.00E-10,0.032093506
6.00E-10,0.037693506
8.00E-10,0.041693506
1.00E-09,0.046493506
1.20E-09,0.048093506
1.40E-09,0.050493506
1.60E-09,0.049693506
1.80E-09,0.050493506
2.00E-09,0.047293506
2.20E-09,0.047293506
2.40E-09,0.043293506
2.60E-09,0.039293506
2.80E-09,0.035293506
3.00E-09,0.033693506
3.20E-09,0.030493506
3.40E-09,0.026493506
3.60E-09,0.022493506
3.80E-09,0.020893506
4.00E-09,0.018493506
4.20E-09,0.016093506
4.40E-09,0.012093506
4.60E-09,0.012893506
4.80E-09,0.010493506
5.00E-09,0.011293506
5.20E-09,0.010493506
5.40E-09,0.009693506
5.60E-09,0.009693506
5.80E-09,0.008093506
6.00E-09,0.007293506
6.20E-09,0.008893506
6.40E-09,0.006493506
6.60E-09,0.007293506
6.80E-09,0.004893506
7.00E-09,0.005693506
7.20E-09,0.006493506
7.40E-09,0.006493506
7.60E-09,0.004893506
7.80E-09,0.006493506
8.00E-09,0.003293506
8.20E-09,0.005693506
8.40E-09,0.004893506
8.60E-09,0.005693506
8.80E-09,0.003293506
9.00E-09,0.004893506
9.20E-09,0.004893506
9.40E-09,0.004093506
9.60E-09,0.003293506
9.80E-09,0.003293506
1.00E-08,0.003293506
1.02E-08,0.004093506
1.04E-08,0.003293506
1.06E-08,0.004093506
1.08E-08,0.003293506
1.10E-08,0.004893506
1.12E-08,0.004093506
1.14E-08,0.004093506
1.16E-08,0.001693506
1.18E-08,0.004893506
1.20E-08,0.004893506
1.22E-08,0.004893506
1.24E-08,0.002493506
1.26E-08,0.003293506
1.28E-08,0.001693506
1.30E-08,0.002493506
1.32E-08,0.002493506
1.34E-08,0.002493506
1.36E-08,0.001693506
1.38E-08,0.002493506
1.40E-08,0.001693506
1.42E-08,0.001693506
1.44E-08,0.001693506
1.46E-08,0.001693506
1.48E-08,0.002493506
1.50E-08,0.002493506
1.52E-08,0.000893506
1.54E-08,0.002493506
1.56E-08,0.001693506
1.58E-08,0.001693506
1.60E-08,0.003293506
1.62E-08,0.002493506
1.64E-08,0.000893506
1.66E-08,0.003293506
1.68E-08,0.002493506
1.70E-08,0.002493506
1.72E-08,9.35065E-05
1.74E-08,0.001693506
1.76E-08,0.000893506
1.78E-08,0.002493506
1.80E-08,0.000893506
1.82E-08,0.000893506
1.84E-08,0.000893506
1.86E-08,0.002493506
1.88E-08,0.001693506
1.90E-08,0.000893506
1.92E-08,9.35065E-05
1.94E-08,0.001693506
1.96E-08,9.35065E-05
1.98E-08,0.002493506
