-2.02E-08,0.000893506
-2.00E-08,9.35065E-05
-1.98E-08,0.000893506
-1.96E-08,9.35065E-05
-1.94E-08,0.000893506
-1.92E-08,9.35065E-05
-1.90E-08,0.000893506
-1.88E-08,9.35065E-05
-1.86E-08,0.000893506
-1.84E-08,-0.000706494
-1.82E-08,9.35065E-05
-1.80E-08,-0.000706494
-1.78E-08,-0.000706494
-1.76E-08,-0.000706494
-1.74E-08,9.35065E-05
-1.72E-08,-0.000706494
-1.70E-08,9.35065E-05
-1.68E-08,-0.002306494
-1.66E-08,-0.000706494
-1.64E-08,-0.001506494
-1.62E-08,9.35065E-05
-1.60E-08,-0.000706494
-1.58E-08,9.35065E-05
-1.56E-08,-0.000706494
-1.54E-08,9.35065E-05
-1.52E-08,0.000893506
-1.50E-08,-0.000706494
-1.48E-08,-0.000706494
-1.46E-08,0.001693506
-1.44E-08,-0.000706494
-1.42E-08,9.35065E-05
-1.40E-08,-0.000706494
-1.38E-08,0.000893506
-1.36E-08,-0.000706494
-1.34E-08,9.35065E-05
-1.32E-08,-0.000706494
-1.30E-08,9.35065E-05
-1.28E-08,-0.000706494
-1.26E-08,9.35065E-05
-1.24E-08,0.000893506
-1.22E-08,0.001693506
-1.20E-08,-0.001506494
-1.18E-08,9.35065E-05
-1.16E-08,9.35065E-05
-1.14E-08,0.000893506
-1.12E-08,0.000893506
-1.10E-08,9.35065E-05
-1.08E-08,-0.001506494
-1.06E-08,-0.000706494
-1.04E-08,-0.000706494
-1.02E-08,9.35065E-05
-1.00E-08,-0.000706494
-9.80E-09,9.35065E-05
-9.60E-09,-0.000706494
-9.40E-09,9.35065E-05
-9.20E-09,-0.001506494
-9.00E-09,9.35065E-05
-8.80E-09,-0.000706494
-8.60E-09,9.35065E-05
-8.40E-09,-0.001506494
-8.20E-09,9.35065E-05
-8.00E-09,-0.000706494
-7.80E-09,0.000893506
-7.60E-09,9.35065E-05
-7.40E-09,-0.000706494
-7.20E-09,-0.000706494
-7.00E-09,0.001693506
-6.80E-09,0.001693506
-6.60E-09,0.001693506
-6.40E-09,9.35065E-05
-6.20E-09,0.000893506
-6.00E-09,0.000893506
-5.80E-09,0.001693506
-5.60E-09,9.35065E-05
-5.40E-09,0.000893506
-5.20E-09,0.000893506
-5.00E-09,9.35065E-05
-4.80E-09,-0.000706494
-4.60E-09,9.35065E-05
-4.40E-09,-0.000706494
-4.20E-09,0.000893506
-4.00E-09,9.35065E-05
-3.80E-09,0.001693506
-3.60E-09,0.000893506
-3.40E-09,0.000893506
-3.20E-09,-0.000706494
-3.00E-09,9.35065E-05
-2.80E-09,-0.001506494
-2.60E-09,0.000893506
-2.40E-09,-0.000706494
-2.20E-09,0.001693506
-2.00E-09,-0.000706494
-1.80E-09,0.001693506
-1.60E-09,0.000893506
-1.40E-09,0.000893506
-1.20E-09,-0.000706494
-1.00E-09,0.002493506
-8.00E-10,0.004093506
-6.00E-10,0.005693506
-4.00E-10,0.009693506
-2.00E-10,0.014493506
